IDtrajet,Ville de Départ,Ville d'arrivée,A partir du,Jusqu'au,Départ_Latitude,Départ_Longitude,Arrivé_Latitude,Arrivé_Longitude
736334,Ambarès-et-lagrave (FR33),Rochecorbon (FR37),18/03/2024 à 09:00,18/03/2024 à 16:00 Rdv 14:00-16:00,44.9259011,-0.4881846,47.4141177,0.7549178
734140,Valenton (FR94),Rouen (FR76),20/03/2024 à 08:30,20/03/2024 à 13:00 Rdv 11:00-13:00,48.7443189,2.4699741,49.4404591,1.0939658
734242,Valenton (FR94),Rouen (FR76),20/03/2024 à 08:30,20/03/2024 à 13:00 Rdv 11:00-13:00,48.7443189,2.4699741,49.4404591,1.0939658
734078,Avrigny (FR60),Rouen (FR76),20/03/2024 à 08:30,20/03/2024 à 13:00 Rdv 11:00-13:00,49.3817833,2.57932,49.4404591,1.0939658
734080,Avrigny (FR60),Rouen (FR76),20/03/2024 à 08:30,20/03/2024 à 13:00 Rdv 11:00-13:00,49.3817833,2.57932,49.4404591,1.0939658
734197,Avrigny (FR60),Rouen (FR76),20/03/2024 à 08:30,20/03/2024 à 13:00 Rdv 11:00-13:00,49.3817833,2.57932,49.4404591,1.0939658
734199,Avrigny (FR60),Rouen (FR76),20/03/2024 à 08:30,20/03/2024 à 13:00 Rdv 11:00-13:00,49.3817833,2.57932,49.4404591,1.0939658
730526,Les andelys (FR27),Saint-aignan-de-grand-lieu (FR44),18/03/2024 à 14:00,18/03/2024 à 16:00,49.2469193,1.4215534,47.1224436,-1.6345992
736262,Saint-aignan-grandlieu (FR44),Saint-aignan-grandlieu (FR44),18/03/2024 à 11:00 Rdv 11:00-13:00,18/03/2024 à 16:00,47.124601,-1.630937,47.124601,-1.630937
736325,Saint-herblain (FR44),Saint-aignan-grandlieu (FR44),19/03/2024 à 10:30 Rdv 10:30-12:30,19/03/2024 à 16:00,47.2238156,-1.6529932,47.124601,-1.630937
736261,Montoir-de-bretagne (FR44),Saint-aignan-grandlieu (FR44),18/03/2024 à 08:30,18/03/2024 à 13:00 Rdv 11:00-13:00,47.3285909,-2.1543171,47.124601,-1.630937
736149,Mulhouse (FR68),Saint-ail (FR54),25/03/2024 à 12:00,25/03/2024 à 16:30,47.7467233,7.3389937,49.1808501,5.9960901
736431,Illkirch-graffenstaden (FR67),Saint-ail (FR54),21/03/2024 à 14:00 Rdv 14:00-16:00,22/03/2024 à 09:30,48.5298611,7.7116218,49.1808501,5.9960901
735988,Bassens (FR33),Saint-aubin-de-blaye (FR33),21/03/2024 à 14:00,21/03/2024 à 16:00,44.9015003,-0.5163222,45.2662866,-0.5641823
729579,Cholet (FR49),Saint-barthelemy-d'anjou (FR49),14/03/2024 à 10:00,14/03/2024 à 12:00,47.0617293,-0.8801359,47.4683081,-0.4932941
735360,Castelnau-d\'estrétefonds (FR31),Saint-cernin-de-larche (FR19),02/04/2024 à 09:00,02/04/2024 à 12:00 Rdv 10:00-12:00,43.78251,1.3590892,45.1030652,1.4144957
735630,Montoir-de-bretagne (FR44),Saint-laurent-sur-sèvre (FR85),25/03/2024 à 08:00,25/03/2024 à 11:30,47.3285909,-2.1543171,46.9597454,-0.8888005
734607,Laval (FR53),Saint-loup-du-dorat (FR53),13/03/2024 à 09:00 Rdv 9:00-11:00,13/03/2024 à 13:00 Rdv 12:00-13:00,48.0706687,-0.7734022,47.8903609,-0.4164242
736272,Villejuif (FR94),Saint-maximin (FR60),19/03/2024 à 15:00,19/03/2024 à 17:00 Rdv 15:00-17:00,,,43.9932479,4.4498929
736313,Miramas (FR13),Saint-maximin-la-sainte-baume (FR83),20/03/2024 à 08:30,20/03/2024 à 16:00 Rdv 14:00-16:00,43.582733,5.0025809,43.4522053,5.862294
736052,Niort (FR79),Saint-méen-le-grand (FR35),19/03/2024 à 08:30 Rdv 8:30-9:30,19/03/2024 à 15:00 Rdv 14:00-15:00,46.3239233,-0.4646064,48.1894709,-2.1911338
734480,Attin (FR62),Saint-quentin (FR02),19/03/2024 à 12:00,19/03/2024 à 16:15 Rdv 14:15-16:15,50.4878746,1.7437837,49.8465253,3.2876843
735646,Mougins (FR06),Saint-raphaël (FR83),26/03/2024 à 10:45 Rdv 10:45-11:45,26/03/2024 à 15:00 Rdv 13:00-15:00,43.6008898,6.9963543,45.3043079,1.0747165
735729,Dijon (FR21),Saint-vulbas (FR01),19/03/2024 à 14:00 Rdv 14:00-16:00,20/03/2024 à 12:00,47.3215806,5.0414701,45.8306,5.28959
734895,Tarnos (FR40),Saint-étienne-de-baïgorry (FR64),13/03/2024 à 08:00,13/03/2024 à 16:00 Rdv 14:00-16:00,43.5405622,-1.4611915,43.176891,-1.343027
736472,Nantes (FR44),Saint-étienne-de-montluc (FR44),20/03/2024 à 14:00 Rdv 14:00-16:00,20/03/2024 à 16:45,47.2186371,-1.5541362,47.2739351,-1.7810546
736001,Niort (FR79),Sainte-anne-sur-brivet (FR44),20/03/2024 à 08:30 Rdv 8:30-9:30,20/03/2024 à 12:00 Rdv 11:00-12:00,46.3239233,-0.4646064,47.4596949,-2.005667
736341,Miramas (FR13),Salon de provence (FR13),08/04/2024 à 08:00,08/04/2024 à 11:00 Rdv 9:00-11:00,43.582733,5.0025809,43.6405237,5.0980225
735687,Villevêque (FR49),Saumos (FR33),18/03/2024 à 09:00,18/03/2024 à 16:00 Rdv 14:00-16:00,47.5601026,-0.4230772,44.9203793,-0.9876045
736065,Niort (FR79),Sautron (FR44),21/03/2024 à 08:30 Rdv 8:30-9:30,21/03/2024 à 12:00 Rdv 11:00-12:00,46.3239233,-0.4646064,47.2632611,-1.6683537
732473,Watermael-boitsfort (BE11),Sint-niklaas (BE91),08/03/2024 à 09:30,13/03/2024 à 15:30,50.7981063,4.4176441,51.1646685,4.1395124
736037,Saint-georges-d'esperanche (FR38),St priest (FR69),15/03/2024 à 09:00,15/03/2024 à 16:00,45.5574829,5.0808076,45.699911230631024,4.940050948355273
734960,Bassens (FR33),Tarbes (FR65),20/03/2024 à 09:30,20/03/2024 à 14:00 Rdv 12:00-14:00,44.9015003,-0.5163222,43.232858,781021.0
735518,Labenne (FR40),Tarnos (FR40),15/03/2024 à 10:00 Rdv 10:00-12:00,15/03/2024 à 15:00,43.5977,-1.42811,43.5405622,-1.4611915
735412,Tarnos (FR40),Tarnos (FR40),19/03/2024 à 14:00 Rdv 14:00-16:00,19/03/2024 à 16:30,43.5405622,-1.4611915,43.5405622,-1.4611915
735175,Lizos (FR65),Tarnos (FR40),15/03/2024 à 10:00,15/03/2024 à 16:00,43.2626971,0.1446687,43.5405622,-1.4611915
735411,Tarnos (FR40),Tarnos (FR40),19/03/2024 à 08:00,19/03/2024 à 16:00 Rdv 14:00-16:00,43.5405622,-1.4611915,43.5405622,-1.4611915
736327,Heudreville-sur-eure (FR27),Taverny (FR95),15/03/2024 à 11:00 Rdv 11:00-13:00,15/03/2024 à 17:00 Rdv 13:15-17:00,49.1403957,1.1874548,49.0265888,2.2234971
736227,Algete (ES28),Tharsis (ES21),15/03/2024 à 09:00,15/03/2024 à 18:00 Rdv 16:00-18:00,0.0,0.0,37.600487,-7.1200864
736336,Saint-fons (FR69),Thèze (FR04),14/03/2024 à 11:15,14/03/2024 à 16:45 Rdv 14:45-16:45,,,,
736447,Montoir-de-bretagne (FR44),Tours (FR37),20/03/2024 à 08:30,20/03/2024 à 14:00 Rdv 12:00-14:00,47.3285909,-2.1543171,,
736004,Mougins (FR06),Valbonne (FR06),19/03/2024 à 14:00,19/03/2024 à 16:00 Rdv 14:45-16:00,43.6008898,6.9963543,43.641141,7.0086255
736232,Algete (ES28),"Vall duixó, la (ES12)",15/03/2024 à 09:00,15/03/2024 à 16:30 Rdv 14:30-16:30,0.0,0.0,0.0,0.0
734992,Le mans (FR72),Varaville (FR14),18/03/2024 à 10:00,18/03/2024 à 15:00 Rdv 13:00-15:00,48.0073849,0.1967849,49.253386,-0.1582652
736284,Lille (FR59),Vendin-lès-béthune (FR62),19/03/2024 à 12:00 Rdv 12:00-14:00,19/03/2024 à 16:00,50.6365654,3.0635282,50.548777,2.6008182
736469,Isneauville (FR76),Villedieu-les-poêles (FR50),18/03/2024 à 09:00,18/03/2024 à 12:00,49.4988394,1.1416384,48.8381226,-1.2220882
736271,Saint-maximin (FR60),Villejuif (FR94),19/03/2024 à 09:00,19/03/2024 à 11:30,43.9932479,4.4498929,,
735813,Bassens (FR33),Villemur-sur-tarn (FR31),15/03/2024 à 08:30,15/03/2024 à 14:30 Rdv 12:30-14:30,44.9015003,-0.5163222,43.8650448,1.5039825
735429,Beauvais (FR60),Villeneuve-d\'ascq (FR59),13/03/2024 à 11:30,13/03/2024 à 14:30,49.4300997,2.0823355,50.6193174,3.1314002
731523,Corbas (FR69),Villeneuve-loubet (FR06),13/03/2024 à 08:30 Rdv 8:30-10:30,13/03/2024 à 17:00 Rdv 15:00-17:00,45.6662663,4.9015205,43.6579947,7.1217592
736481,Laxou (FR54),Villers-lès-nancy (FR54),13/03/2024 à 14:00,13/03/2024 à 16:30,,,,
736300,Brest (FR29),Villevêque (FR49),19/03/2024 à 09:00 Rdv 9:00-11:00,19/03/2024 à 16:00,48.385361,-4.476705,47.5601026,-0.4230772
725803,Bordeaux cedex (FR33),Villevêque (FR49),18/03/2024 à 09:00 Rdv 9:00-11:00,18/03/2024 à 16:00,44.7950141,-0.6164051,47.5601026,-0.4230772
735706,Romorantin-lanthenay (FR41),Villevêque (FR49),18/03/2024 à 09:00 Rdv 9:00-11:00,18/03/2024 à 16:00,47.3592182,1.7434925,47.5601026,-0.4230772
736434,Etterbeek (BE10),Vilvoorde (BE18),15/03/2024 à 08:30 Rdv 8:30-10:30,15/03/2024 à 11:30 Rdv 10:30-11:30,50.8361447,4.3861737,50.928711,4.423126
736162,La motte-servolex (FR73),Vénissieux (FR69),27/03/2024 à 09:00,27/03/2024 à 11:30,45.5984113,5.8767935,45.6977109,4.8855966
729588,Marignier (FR74),Vénissieux (FR69),15/03/2024 à 09:00,15/03/2024 à 11:30,46.0903808,6.4992902,45.6977109,4.8855966
735730,Tongeren (BE37),Waregem (BE87),25/03/2024 à 10:30,25/03/2024 à 16:00,50.7806267,5.4639172,50.8868222,3.4323622
736315,Lesquin (FR59),Wavrin (FR59),25/03/2024 à 09:00 Rdv 9:00-11:00,25/03/2024 à 16:00,50.5888,3.10997,50.570559,2.932545
735688,Lestrem (FR62),Wavrin (FR59),22/03/2024 à 09:00 Rdv 9:00-11:00,22/03/2024 à 16:00,50.6216212,2.6857534,50.570559,2.932545
736389,Mortsel (BE26),Wijnegem (BE21),15/03/2024 à 09:00 Rdv 9:00-10:00,15/03/2024 à 11:00 Rdv 10:00-11:00,51.1704119,4.4566996,51.2270761,4.5225318
736414,Zwijndrecht (BE20),Zwijndrecht (BE20),15/03/2024 à 08:00 Rdv 8:00-9:00,15/03/2024 à 10:45,51.8162227,4.6405166,51.8162227,4.6405166
736404,Zwijndrecht (BE20),Zwijndrecht (BE20),15/03/2024 à 08:00 Rdv 8:00-9:00,15/03/2024 à 11:00 Rdv 10:00-11:00,51.8162227,4.6405166,51.8162227,4.6405166
736405,Zwijndrecht (BE20),Zwijndrecht (BE20),15/03/2024 à 10:00 Rdv 10:00-11:00,15/03/2024 à 13:15 Rdv 12:15-13:15,51.8162227,4.6405166,51.8162227,4.6405166
736432,Zwijndrecht (BE20),Zwijndrecht (BE20),15/03/2024 à 10:00 Rdv 10:00-11:00,15/03/2024 à 11:45,51.8162227,4.6405166,51.8162227,4.6405166
736418,Zwijndrecht (BE20),Zwijndrecht (BE20),15/03/2024 à 08:00 Rdv 8:00-9:00,15/03/2024 à 11:45 Rdv 9:45-11:45,51.8162227,4.6405166,51.8162227,4.6405166
736423,Zwijndrecht (BE20),Zwijndrecht (BE20),15/03/2024 à 08:30 Rdv 8:30-9:30,15/03/2024 à 11:15,51.8162227,4.6405166,51.8162227,4.6405166
