IDtrajet,Tags,Ville de Départ,Ville d'arrivée,A partir du,Jusqu'au,Client,Véhicule,Distance / Durée,Devis,Prix,Actions,Départ_Pays,Départ_Latitude,Départ_Longitude,Arrivé_Pays,Arrivé_Latitude,Arrivé_Longitude
733769,,Carcassonne (FR11),Aynac (FR46),12/03/2024 à 09:00,12/03/2024 à 17:00,TRESSOL CHABRIER - VO,SuvThermique,265 km03h15,,162€ TOTAL,Se certifier au process client,,43.2130358,2.3491069,,44.7841401,1.8513429
733039,,Carcassonne (FR11),Rivesaltes (FR66),20/03/2024 à 13:00 Rdv 13:00-15:00,20/03/2024 à 16:00,STELLANTIS & YOU BUSINESS,BerlineThermique,107 km01h15,0-2,~ 41€ PRESTATION,Se certifier au process client,,43.2130358,2.3491069,,42.7683568,2.8709277
733039,,Carcassonne (FR11),Rivesaltes (FR66),20/03/2024 à 13:00 Rdv 13:00-15:00,20/03/2024 à 16:00,STELLANTIS & YOU BUSINESS,BerlineThermique,107 km01h15,0-2,~ 41€ PRESTATION,Se certifier au process client,,43.2130358,2.3491069,,42.7683568,2.8709277
732690,,Charleroi (BE60),Antwerpen (BE20),08/03/2024 à 09:00,13/03/2024 à 15:15,ARVAL BELGIUM B2C,CitadineThermique,110 km01h30,0-2,~ 53€ PRESTATION,Se certifier au service complémentaire,,50.4116233,4.444528,,51.2211097,4.3997081
734571,,Chateauroux (FR36),Jourgnac (FR87),14/03/2024 à 10:00,14/03/2024 à 17:00 Rdv 15:00-17:00,ALD AUTOMOTIVE,CitadineThermique,141 km01h35,03-mai,~ 44€ PRESTATION,Se certifier au process client,,46.8203785,1.6770956,,45.7195737,1.2149792
733707,,Château-thébaud (FR44),Lanester (FR56),12/03/2024 à 09:59,12/03/2024 à 14:00 Rdv 12:00-14:00,ALD AUTOMOTIVE,RoutièreThermique,186 km02h00,,107€ TOTAL,Se certifier au process client,,47.1246294,-1.4213694,,47.7639726,-3.3444489
733517,,Colmar (FR68),Lyon (FR69),13/03/2024 à 15:44,14/03/2024 à 10:45,ALD AUTOMOTIVE,RoutièreThermique,409 km03h58,6+,~ 71€ PRESTATION,Se certifier au process client,,48.0777517,7.3579641,,45.7578137,4.8320114
734492,,Colomiers (FR31),Castelnau-d\'estrétefonds (FR31),14/03/2024 à 14:00 Rdv 14:00-16:00,14/03/2024 à 19:00,STELLANTIS & YOU BUSINESS,BerlineThermique,32 km00h30,03-mai,~ 28€ PRESTATION,Se certifier au process client,,43.6121001,1.3282149,,43.78251,1.3590892
733053,,Connaux (FR30),Corbas (FR69),12/03/2024 à 09:00 Rdv 9:00-11:00,12/03/2024 à 16:00,ALD AUTOMOTIVE,RoutièreThermique,203 km02h14,,126€ TOTAL,Se certifier au process client,,44.091,4.5935,,45.6662663,4.9015205
733382,,Courzieu (FR69),Quincieux (FR69),13/03/2024 à 09:00 Rdv 9:00-11:00,13/03/2024 à 12:00,ALD AUTOMOTIVE,CitadineThermique,33 km00h43,,44€ TOTAL,Se certifier au process client,,45.7426322,4.5710383,,45.9143,4.77378
731251,,Cran-gevrier (FR74),Templemars (FR59),11/03/2024 à 10:00,12/03/2024 à 11:00 Rdv 9:00-11:00,ALD AUTOMOTIVE,6m3Thermique,741 km07h15,,369€ TOTAL,Se certifier au process client,,45.9079102,6.106538,,50.5762334,3.0528537
734159,,Creysse (FR24),Oloron-sainte-marie (FR64),14/03/2024 à 09:00,14/03/2024 à 15:13,ALD AUTOMOTIVE,RoutièreThermique,280 km03h19,0-2,~ 58€ PRESTATION,Se certifier au process client,,44.8566667,0.5666667,,43.1922408,-0.6115586
735042,,Decize (FR58),Blanquefort (FR33),14/03/2024 à 07:30,14/03/2024 à 14:00,ALD AUTOMOTIVE,12m3Thermique,508 km04h57,,273€ TOTAL,Se certifier au process client,,46.8284259,3.4616097,,44.9088982,-0.6300363
731457,,Diest (BE32),Ieper (BE89),12/03/2024 à 09:00,12/03/2024 à 14:00,VAN MOSSEL DEALERS,CitadineHybride,188 km02h15,0-2,~ 69€ PRESTATION,Se certifier au service complémentaire,,50.9844318,5.0504341,,50.85169675,2.891473683275896
734537,,Diest (BE32),Antwerpen (BE20),08/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,BerlineThermique,62 km01h00,0-2,~ 44€ PRESTATION,Se certifier au service complémentaire,,50.9844318,5.0504341,,51.2211097,4.3997081
733698,,Diest (BE32),Antwerpen (BE20),08/03/2024 à 09:00,14/03/2024 à 15:00,ARVAL BELGIUM B2C,SuvThermique,62 km01h00,0-2,~ 44€ PRESTATION,Se certifier au service complémentaire,,50.9844318,5.0504341,,51.2211097,4.3997081
734001,,Dijon (FR21),Colombier-saugnieu (FR69),12/03/2024 à 09:30 Rdv 9:30-10:30,12/03/2024 à 15:00 Rdv 14:00-15:00,ALPHABET - ALPHABET RENT LMD,SuvHybride,214 km02h15,,119€ TOTAL,Se certifier au process client,,47.3215806,5.0414701,,45.7113787,5.1119241
733497,,Dijon (FR21),Ambérieu-en-bugey (FR01),26/03/2024 à 10:00 Rdv 10:00-12:00,26/03/2024 à 14:00,ALD AUTOMOTIVE,CitadineThermique,190 km01h54,03-mai,~ 49€ PRESTATION,Se certifier au process client,,47.3215806,5.0414701,,45.9584309,5.3595099
732251,,Dommartemont (FR54),Forbach (FR57),01/04/2024 à 09:00 Rdv 9:00-11:00,01/04/2024 à 16:00,ALD AUTOMOTIVE,RoutièreThermique,111 km01h16,,74€ TOTAL,Se certifier au process client,,48.7133,6.2145,,49.1862822,6.8958562
733163,,Enghien (BE78),Sint-niklaas (BE91),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,5m3Thermique,85 km01h15,0-2,~ 50€ PRESTATION,Se certifier au service complémentaire,,50.6957066,4.0411928,,51.1646685,4.1395124
733836,,Entzheim (FR67),Saint-ail (FR54),19/03/2024 à 11:00 Rdv 11:00-13:00,19/03/2024 à 16:15,CAT NORD EST,BerlineThermique,203 km02h15,03-mai,~ 30€ PRESTATION,Se certifier au service complémentaire,,48.5346177,7.6358832,,49.1808501,5.9960901
731169,,Entzheim (FR67),Thiaucourt-regniéville (FR54),21/03/2024 à 09:36,21/03/2024 à 14:00 Rdv 12:00-14:00,ALD AUTOMOTIVE,CitadineHybride,218 km02h23,,121€ TOTAL,Se certifier au process client,,48.5346177,7.6358832,,48.9544506,5.8675157
733789,,Epinal (FR88),Forbach (FR57),21/03/2024 à 15:00 Rdv 15:00-17:00,22/03/2024 à 10:00,ALD AUTOMOTIVE,12m3Thermique,185 km01h55,,100€ TOTAL,Se certifier au process client,,48.1747684,6.4503643,,49.1862822,6.8958562
735015,,Oliva (ES46),Los palacios y villafranca (ES41),11/03/2024 à 08:45,11/03/2024 à 16:00,ALD FLEX ESPAÑA,CitadineThermique,693 km07h00,0-2,~ 70€ PRESTATION,Accéder, BE46,38.9202443,-0.1208981,,37.1582119,-5.9244567
735005,,Fuenteheridos (ES21),"Luisiana, la (ES41)",13/03/2024 à 11:00 Rdv 11:00-12:00,13/03/2024 à 17:30,HARTMANN,CitadineThermique,167 km02h00,0-2,~ 32€ PRESTATION,Accéder, FR67,37.9034873,-6.6617402,,30.003891,-90.0383689
734892,,Flins-sur-seine (FR78),Malakoff (FR92),12/03/2024 à 09:00,12/03/2024 à 14:00 Rdv 10:30-14:00,CAT IDF (EX-GROUPE CAT),BerlineHybride,48 km01h00,6+,~ 31€ PRESTATION,Se certifier au process client,,48.9623407,1.8684146,,48.8211559,2.3019814
735013,,Flins-sur-seine (FR78),Bussy-saint-georges (FR77),13/03/2024 à 11:30,13/03/2024 à 16:00 Rdv 14:00-16:00,CAT IDF (EX-GROUPE CAT),SuvHybride,79 km01h15,0-2,~ 38€ PRESTATION,Se certifier au process client,,48.9623407,1.8684146,,48.8389953,2.7171086
731849,,Forbach (FR57),Raucourt-et-flaba (FR08),14/03/2024 à 08:30,14/03/2024 à 14:00 Rdv 12:00-14:00,ARVAL MOYENNE DUREE,Suv100% Electrique,194 km02h30,,120€ TOTAL,Se certifier au process client,,49.1862822,6.8958562,,49.60192,4.95668
733682,,Frameries (BE70),Antwerpen (BE20),08/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,BreakThermique,127 km01h45,0-2,~ 55€ PRESTATION,Se certifier au service complémentaire,,50.4096511,3.8933015,,51.2211097,4.3997081
733704,,Fressines (FR79),Ambarès-et-lagrave (FR33),12/03/2024 à 09:00 Rdv 9:00-11:00,12/03/2024 à 16:00,ALD AUTOMOTIVE,CitadineHybride,179 km01h45,,113€ TOTAL,Se certifier au process client,,46.3221639,-0.2954875,,44.9259011,-0.4881846
732393,,Geispolsheim (FR67),Altorf (FR67),12/03/2024 à 09:30,12/03/2024 à 11:00,ALD AUTOMOTIVE,RoutièreThermique,11 km00h14,0-2,~ 22€ PRESTATION,Se certifier au process client,,48.5146952,7.6437386,,48.5229995,7.5271687
733189,,Genk (BE36),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,94 km01h15,0-2,~ 52€ PRESTATION,Se certifier au service complémentaire,,50.9654864,5.5001456,,51.2211097,4.3997081
735023,,Gennevilliers (FR92),Guyancourt (FR78),12/03/2024 à 10:00 Rdv 10:00-11:00,12/03/2024 à 12:00 Rdv 11:00-12:00,ALPHABET - ALPHABET RENT LMD,12m3Thermique,36 km00h45,,34€ TOTAL,Se certifier au process client,,48.9254221,2.2940122,,48.7709414,2.0706084
733182,,Hasselt (BE35),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,82 km01h15,0-2,~ 49€ PRESTATION,Se certifier au service complémentaire,,50.9303735,5.3378043,,51.2211097,4.3997081
733182,,Hasselt (BE35),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,82 km01h15,0-2,~ 49€ PRESTATION,Se certifier au service complémentaire,,50.9303735,5.3378043,,51.2211097,4.3997081
732040,,Hasselt (BE35),Charleroi (BE60),25/03/2024 à 08:30,25/03/2024 à 10:30,VAN MOSSEL DEALERS,BerlineThermique,131 km01h30,0-2,~ 63€ PRESTATION,Se certifier au service complémentaire,,50.9303735,5.3378043,,50.4116233,4.444528
733855,,Houssen (FR68),Saint-ail (FR54),15/03/2024 à 12:15,15/03/2024 à 16:15,CAT NORD EST,SuvThermique,250 km02h45,03-mai,~ 33€ PRESTATION,Se certifier au service complémentaire,,48.1258756,7.3790238,,49.1808501,5.9960901
730366,,Julienas (FR69),Ambérieu-en-bugey (FR01),12/03/2024 à 09:00 Rdv 9:00-11:00,12/03/2024 à 13:00,ALD AUTOMOTIVE,CitadineThermique,91 km01h03,,73€ TOTAL,Se certifier au process client,,46.2347371,4.7114718,,45.9584309,5.3595099
733175,,Kapellen (BE29),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,18 km00h45,0-2,~ 31€ PRESTATION,Se certifier au service complémentaire,,51.3149455,4.4295354,,51.2211097,4.3997081
733187,,Kapellen (BE29),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,18 km00h45,0-2,~ 31€ PRESTATION,Se certifier au service complémentaire,,51.3149455,4.4295354,,51.2211097,4.3997081
730524,,La chapelle-des-fougeretz (FR35),Les andelys (FR27),18/03/2024 à 09:00,18/03/2024 à 13:30,ALD AUTOMOTIVE,RoutièreThermique,342 km03h27,6+,~ 65€ PRESTATION,Se certifier au process client,,48.178066,-1.7341163,,49.2469193,1.4215534
727616,,La chapelle-sur-erdre (FR44),Le cellier (FR44),14/03/2024 à 11:00 Rdv 11:00-13:00,14/03/2024 à 14:30,STELLANTIS & YOU BUSINESS,SuvThermique,24 km00h30,0-2,~ 26€ PRESTATION,Se certifier au process client,,47.2996846,-1.5518632,,47.3186735,-1.3465357
733677,,La louvière (BE71),Antwerpen (BE20),08/03/2024 à 09:00,12/03/2024 à 15:00,ARVAL BELGIUM B2C,8m3Thermique,101 km01h30,0-2,~ 52€ PRESTATION,Se certifier au service complémentaire,,50.4791337,4.161348292428827,,51.2211097,4.3997081
730101,,La norville (FR91),Boulogne-billancourt (FR92),12/03/2024 à 08:30,12/03/2024 à 16:00 Rdv 14:00-16:00,STELLANTIS & YOU BUSINESS,SuvHybride,40 km00h45,0-2,~ 55€ PRESTATION,Se certifier au process client,,48.5856753,2.2583893,,48.8356649,2.240206
734417,,La norville (FR91),Bordeaux (FR33),19/03/2024 à 09:00,19/03/2024 à 16:00 Rdv 14:00-16:00,STELLANTIS & YOU BUSINESS,SuvHybride,570 km05h30,6+,~ 97€ PRESTATION,Se certifier au process client,,48.5856753,2.2583893,,44.841225,-0.5800364
735049,,La riche (FR37),Chambray-lès-tours (FR37),13/03/2024 à 08:45,13/03/2024 à 10:30 Rdv 9:30-10:30,CAT GRAND OUEST,CitadineThermique,14 km00h30,,28€ TOTAL,Se certifier au service complémentaire,,47.3881295,0.6572824,,47.3390872,0.714368
732598,,La riche (FR37),Vivonne (FR86),19/03/2024 à 09:00,19/03/2024 à 11:00,EDEN AUTO - BORDEAUX,Monospace100% Electrique,124 km01h30,,82€ TOTAL,Se certifier au process client,,47.3881295,0.6572824,,46.4262128,0.2584318
733741,,La seyne-sur-mer (FR83),Castelnau-destrétefonds (FR31),13/03/2024 à 14:49,14/03/2024 à 12:00,ALD AUTOMOTIVE,CitadineHybride,490 km04h45,6+,~ 79€ PRESTATION,Se certifier au process client,,43.1007714,5.8788948,,,
734296,,Lagnieu (FR01),Dijon (FR21),13/03/2024 à 08:30,13/03/2024 à 16:00 Rdv 14:00-16:00,STELLANTIS & YOU BUSINESS,BerlineThermique,196 km02h15,,116€ TOTAL,Se certifier au process client,,45.9034952,5.3480192,,47.3215806,5.0414701
734600,,Lagnieu (FR01),Besançon (FR25),14/03/2024 à 08:30,14/03/2024 à 14:00 Rdv 12:00-14:00,STELLANTIS & YOU BUSINESS,BerlineThermique,217 km02h30,,113€ TOTAL,Se certifier au process client,,45.9034952,5.3480192,,47.2380222,6.0243622
734875,,Laguiole (FR12),Castelnau-d\'estrétefonds (FR31),22/03/2024 à 14:00 Rdv 14:00-15:00,25/03/2024 à 12:00,EDEN AUTO - TOULOUSE,BerlineThermique,204 km02h30,6+,~ 15€ PRESTATION,Se certifier au process client,,44.6839098,2.8468743,,43.78251,1.3590892
733212,,Lantefontaine (FR54),Forbach (FR57),15/03/2024 à 09:00 Rdv 9:00-11:00,15/03/2024 à 15:00,ALD AUTOMOTIVE,12m3Thermique,96 km01h04,,72€ TOTAL,Se certifier au process client,,49.2503,5.9092,,49.1862822,6.8958562
733205,,Lantefontaine (FR54),Forbach (FR57),15/03/2024 à 09:00 Rdv 9:00-11:00,15/03/2024 à 15:00,ALD AUTOMOTIVE,12m3Thermique,96 km01h04,,72€ TOTAL,Se certifier au process client,,49.2503,5.9092,,49.1862822,6.8958562
733190,,Lantefontaine (FR54),Forbach (FR57),18/03/2024 à 09:00 Rdv 9:00-11:00,18/03/2024 à 14:00,ALD AUTOMOTIVE,12m3Thermique,96 km01h04,,72€ TOTAL,Se certifier au process client,,49.2503,5.9092,,49.1862822,6.8958562
734452,,Le coudray-montceaux (FR91),Chilly-mazarin (FR91),12/03/2024 à 10:00 Rdv 10:00-12:00,12/03/2024 à 13:00,ALD AUTOMOTIVE,CitadineThermique,22 km00h16,,30€ TOTAL,Se certifier au process client,,48.5653177,2.4855792,,48.7026161,2.3123582
732092,,Le havre (FR76),Avrigny (FR60),22/03/2024 à 12:30,22/03/2024 à 16:00,EDEN AUTO - BORDEAUX,SuvThermique,212 km02h45,6+,~ 15€ PRESTATION,Se certifier au process client,,49.4938975,0.1079732,,49.3817833,2.57932
734992,,Le mans (FR72),Varaville (FR14),18/03/2024 à 10:00,18/03/2024 à 15:00 Rdv 13:00-15:00,BPM GROUP,Cabriolet100% Electrique,181 km02h15,,106€ TOTAL,Se certifier au service complémentaire,,48.0073849,0.1967849,,49.253386,-0.1582652
730526,,Les andelys (FR27),Saint-aignan-de-grand-lieu (FR44),18/03/2024 à 14:00,18/03/2024 à 16:00,ALD AUTOMOTIVE,RoutièreThermique,433 km04h18,6+,~ 74€ PRESTATION,Se certifier au process client,,49.2469193,1.4215534,,47.1224436,-1.6345992
734560,,Les mureaux (FR78),Chilly-mazarin (FR91),18/03/2024 à 14:00 Rdv 14:00-16:00,18/03/2024 à 17:00,ALD AUTOMOTIVE,BerlineThermique,57 km01h00,6+,~ 33€ PRESTATION,Se certifier au process client,,48.9931578,1.909928,,48.7026161,2.3123582
734470,,Lescar (FR64),Villenave-d\'ornon (FR33),12/03/2024 à 09:00,12/03/2024 à 16:00 Rdv 14:00-16:00,SIPA AUTOMOBILES,2m3Thermique,200 km02h00,,135€ TOTAL,Se certifier au service complémentaire,,43.3333773,-0.4357266,,44.7737872,-0.5595029
734701,,Leuven (BE30),Antwerpen (BE20),11/03/2024 à 09:00,14/03/2024 à 15:00,ARVAL BELGIUM B2C,SuvThermique,63 km01h00,0-2,~ 44€ PRESTATION,Se certifier au service complémentaire,,50.879202,4.7011675,,51.2211097,4.3997081
734553,,Libourne (FR33),Ambarès-et-lagrave (FR33),18/03/2024 à 10:00 Rdv 10:00-12:00,18/03/2024 à 16:00,STELLANTIS & YOU BUSINESS,BerlineThermique,29 km00h45,6+,~ 13€ PRESTATION,Se certifier au process client,,44.9133742,-0.2427217,,44.9259011,-0.4881846
734632,,Lille (FR59),Bondues (FR59),12/03/2024 à 09:00,12/03/2024 à 15:30,ALD AUTOMOTIVE,CitadineHybride,14 km00h22,,27€ TOTAL,Se certifier au process client,,50.6365654,3.0635282,,50.7034622,3.0921638
733188,,Lokeren (BE91),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,42 km00h45,0-2,~ 39€ PRESTATION,Se certifier au service complémentaire,,51.1044488,3.9898689,,51.2211097,4.3997081
733882,,Loos en gohelle (FR62),Oignies (FR62),14/03/2024 à 09:00,14/03/2024 à 10:30,ALD AUTOMOTIVE,RoutièreThermique,24 km00h21,0-2,~ 26€ PRESTATION,Se certifier au process client,,50.4576111,2.792593,,50.4643,2.99387
733867,,Loos en gohelle (FR62),Oignies (FR62),14/03/2024 à 09:00,14/03/2024 à 10:30,ALD AUTOMOTIVE,RoutièreThermique,24 km00h21,0-2,~ 26€ PRESTATION,Se certifier au process client,,50.4576111,2.792593,,50.4643,2.99387
733872,,Loos en gohelle (FR62),Oignies (FR62),14/03/2024 à 09:00,14/03/2024 à 10:30,ALD AUTOMOTIVE,RoutièreThermique,24 km00h21,03-mai,~ 26€ PRESTATION,Se certifier au process client,,50.4576111,2.792593,,50.4643,2.99387
733191,,Machelen (BE18),Sint-niklaas (BE91),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,58 km00h45,0-2,~ 42€ PRESTATION,Se certifier au service complémentaire,,50.901520649999995,4.446784480895417,,51.1646685,4.1395124
734893,,Malakoff (FR92),Flins-sur-seine (FR78),12/03/2024 à 10:30 Rdv 10:30-14:00,12/03/2024 à 16:00,CAT IDF (EX-GROUPE CAT),SuvThermique,48 km01h00,6+,~ 18€ PRESTATION,Se certifier au process client,,48.8211559,2.3019814,,48.9623407,1.8684146
733626,,Mandelieu-la-napoule (FR06),Vallauris (FR06),19/03/2024 à 09:00,19/03/2024 à 11:30,VGRF - PLAQUE SUD,9m3100% Electrique,14 km00h30,6+,~ 28€ PRESTATION,Se certifier au service complémentaire,,43.5439153,6.9359135,,43.5761001,7.05859
733247,,Marckolsheim (FR67),Nancy (FR54),13/03/2024 à 10:00,13/03/2024 à 14:00,STELLANTIS & YOU BUSINESS,BerlineHybride,144 km02h00,,97€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
731528,,Marckolsheim (FR67),Nancy (FR54),14/03/2024 à 08:30,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,BerlineThermique,144 km02h00,,98€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
731537,,Marckolsheim (FR67),Nancy (FR54),14/03/2024 à 08:30,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,BerlineThermique,144 km02h00,,98€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
731540,,Marckolsheim (FR67),Nancy (FR54),14/03/2024 à 08:30,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,BerlineThermique,144 km02h00,,98€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
731550,,Marckolsheim (FR67),Nancy (FR54),14/03/2024 à 09:00,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,BerlineThermique,144 km02h00,,97€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
731554,,Marckolsheim (FR67),Nancy (FR54),14/03/2024 à 08:30,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,BerlineThermique,144 km02h00,,98€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
731496,,Marckolsheim (FR67),Nancy (FR54),14/03/2024 à 08:30,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,BerlineThermique,144 km02h00,,98€ TOTAL,Se certifier au process client,,48.165441,7.5444161,,48.6937223,6.1834097
733151,,Mechelen (BE28),Sint-niklaas (BE91),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,43 km00h45,0-2,~ 39€ PRESTATION,Se certifier au service complémentaire,,51.0281381,4.4803453,,51.1646685,4.1395124
734402,,Mérignac (FR33),La feuillade (FR24),13/03/2024 à 09:30 Rdv 9:30-11:30,14/03/2024 à 17:00,GROUPE PAROT VI,16m3Thermique,202 km02h15,,145€ TOTAL,Se certifier au service complémentaire,,44.842168,-0.6469022,,45.115468,1.4002557
734735,,Mérignac (FR33),Bassens (FR33),18/03/2024 à 14:00 Rdv 14:00-15:00,18/03/2024 à 16:15,CAT SUD OUEST,BreakHybride,20 km00h30,6+,~ 15€ PRESTATION,Se certifier au service complémentaire,,44.842168,-0.6469022,,44.9015003,-0.5163222
734930,,Meyreuil (FR13),Peaugres (FR07),13/03/2024 à 10:00,13/03/2024 à 16:00 Rdv 14:00-16:00,ALD AUTOMOTIVE,CitadineHybride,261 km02h36,,134€ TOTAL,Se certifier au process client,,43.4867359,5.4952155,,45.287265,4.7285863
731991,,Miramas (FR13),La roque d antheron (FR13),11/03/2024 à 10:00,11/03/2024 à 17:00 Rdv 15:00-17:00,ALD AUTOMOTIVE,CitadineHybride,42 km00h45,,63€ TOTAL,Se certifier au process client,,43.582733,5.0025809,,43.7150961,5.3122208
734883,,Montaigu-vendée (FR85),Saint-aignan-de-grand-lieu (FR44),18/03/2024 à 10:00 Rdv 10:00-12:00,18/03/2024 à 14:00,ALD AUTOMOTIVE,RoutièreThermique,38 km00h33,,38€ TOTAL,Se certifier au process client,,46.974115,-1.292745559745998,,47.1224436,-1.6345992
727615,,Montoir-de-bretagne (FR44),La chapelle-sur-erdre (FR44),14/03/2024 à 10:15,14/03/2024 à 13:00 Rdv 11:00-13:00,STELLANTIS & YOU BUSINESS,SuvThermique,60 km00h45,0-2,~ 44€ PRESTATION,Se certifier au process client,,47.3285909,-2.1543171,,47.2996846,-1.5518632
733907,,Montoir-de-bretagne (FR44),Rezé (FR44),22/03/2024 à 08:00,22/03/2024 à 12:00,CAT GRAND OUEST,20m3Thermique,63 km00h45,,61€ TOTAL,Se certifier au service complémentaire,,47.3285909,-2.1543171,,47.1905456,-1.5695287
732786,,Mont-saint-aignan (FR76),Avrigny (FR60),20/03/2024 à 11:30,20/03/2024 à 16:00,EDEN AUTO - BORDEAUX,BreakThermique,128 km02h00,6+,~ 12€ PRESTATION,Se certifier au process client,,49.4679,1.0813,,49.3817833,2.57932
733180,,Namur (BE51),Antwerpen (BE20),07/03/2024 à 09:00,13/03/2024 à 15:00,ARVAL BELGIUM B2C,CitadineThermique,109 km01h30,0-2,~ 53€ PRESTATION,Se certifier au service complémentaire,,50.4665284,4.8661892,,51.2211097,4.3997081
732847,,Poitiers (FR86),Villevêque (FR49),12/03/2024 à 09:00 Rdv 9:00-11:00,12/03/2024 à 16:00,ARVAL MOYENNE DUREE,BerlineThermique,146 km02h15,,110€ TOTAL,Se certifier au process client,,46.5802596,0.340196,,47.5601026,-0.4230772
733881,,Quarouble (FR59),Wavrin (FR59),15/03/2024 à 09:00 Rdv 9:00-11:00,15/03/2024 à 15:00,ARVAL MOYENNE DUREE,BerlineThermique,77 km00h54,6+,~ 29€ PRESTATION,Se certifier au process client,,50.3863821,3.6244948,,50.570559,2.932545
734998,,Quintigny (FR39),Ambérieu-en-bugey (FR01),13/03/2024 à 14:00 Rdv 14:00-16:00,13/03/2024 à 18:00,ALD AUTOMOTIVE,CitadineThermique,111 km01h16,,77€ TOTAL,Se certifier au process client,,46.734,5.52319,,45.9584309,5.3595099
735004,retour,Asse (BE17),Asse (BE17),14/03/2024 à 10:15,14/03/2024 à 11:30,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR54,50.9094333,4.2015646,,50.9094333,4.2015646
735002,retour,Asse (BE17),Asse (BE17),14/03/2024 à 10:00,14/03/2024 à 11:30,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR69,50.9094333,4.2015646,,50.9094333,4.2015646
735000,retour,Asse (BE17),Asse (BE17),14/03/2024 à 10:15,14/03/2024 à 11:30,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR27,50.9094333,4.2015646,,50.9094333,4.2015646
735000,retour,Asse (BE17),Asse (BE17),14/03/2024 à 10:15,14/03/2024 à 11:30,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR67,50.9094333,4.2015646,,50.9094333,4.2015646
734996,retour,Asse (BE17),Asse (BE17),14/03/2024 à 10:00,14/03/2024 à 11:30,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, BE32,50.9094333,4.2015646,,50.9094333,4.2015646
734994,retour,Asse (BE17),Asse (BE17),14/03/2024 à 10:00,15/03/2024 à 11:30,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR67,50.9094333,4.2015646,,50.9094333,4.2015646
734991,retour,Asse (BE17),Asse (BE17),13/03/2024 à 11:00,13/03/2024 à 12:00,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR67,50.9094333,4.2015646,,50.9094333,4.2015646
734989,retour,Asse (BE17),Asse (BE17),13/03/2024 à 10:45,13/03/2024 à 12:00,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, FR67,50.9094333,4.2015646,,50.9094333,4.2015646
734987,retour,Asse (BE17),Asse (BE17),13/03/2024 à 10:45,13/03/2024 à 12:00,ASTARA WESTERN EUROPE,16m3100% Electrique,5 km00h15,0-2,~ 14€ PRESTATION,Accéder, BE98,50.9094333,4.2015646,,50.9094333,4.2015646
